codigo	grupo	subgrupo	descripcion	precio	tipo_nomenclador	id_nomenclador_detalle
LMI 50	NIÑO	LABORATORIO	Anatomía Patológica (Papanicolau) en Control de embarazo y Colposcopía)	15	NORMAL	1
LMI 50	NIÑO	LABORATORIO	Anatomía Patológica (Papanicolau) en Control de embarazo y Colposcopía)	15	NORMAL	2
LMI 50	NIÑO	LABORATORIO	Anatomía Patológica (Papanicolau) en Control de embarazo y Colposcopía)	5	NORMAL	3
LMI 50	NIÑO	LABORATORIO	Anatomía Patológica (Papanicolau) en Control de embarazo y Colposcopía)	5	NORMAL	4
LMI 50	NIÑO	LABORATORIO	Anatomía Patológica (Papanicolau) en Control de embarazo y Colposcopía)	5	NORMAL	5
LMI 50	NIÑO	LABORATORIO	Anatomía Patológica (Papanicolau) en Control de embarazo y Colposcopía)	5	NORMAL	6
LMI 50	NIÑO	LABORATORIO	Anatomía Patológica (Papanicolau) en Control de embarazo y Colposcopía)	5	NORMAL	7
LMI 50	NIÑO	LABORATORIO	Anatomía Patológica (Papanicolau) en Control de embarazo y Colposcopía)	7	NORMAL	8
LMI 50	NIÑO	LABORATORIO	Anatomía Patológica (Papanicolau) en Control de embarazo y Colposcopía)	7	NORMAL	9
LMI 50	NIÑO	LABORATORIO	Anatomía Patológica (Papanicolau) en Control de embarazo y Colposcopía)	7	NORMAL	10
LMI 75	NIÑO	LABORATORIO	Extracción de sangre para análisis de laboratorio. Incluye material descartable.	5	NORMAL	3
LMI 75	NIÑO	LABORATORIO	Extracción de sangre para análisis de laboratorio. Incluye material descartable.	5	NORMAL	4
LMI 75	NIÑO	LABORATORIO	Extracción de sangre para análisis de laboratorio. Incluye material descartable.	5	NORMAL	5
LMI 75	NIÑO	LABORATORIO	Extracción de sangre para análisis de laboratorio. Incluye material descartable.	5	NORMAL	6
LMI 75	NIÑO	LABORATORIO	Extracción de sangre para análisis de laboratorio. Incluye material descartable.	5	NORMAL	7
LMI 75	NIÑO	LABORATORIO	Extracción de sangre para análisis de laboratorio. Incluye material descartable.	5	NORMAL	8
LMI 75	NIÑO	LABORATORIO	Extracción de sangre para análisis de laboratorio. Incluye material descartable.	5	NORMAL	9
LMI 75	NIÑO	LABORATORIO	Extracción de sangre para análisis de laboratorio. Incluye material descartable.	5	NORMAL	10
MEM 01	MUJER	EMBARAZO	Consulta de control prenatal  de 1ra.vez	12	NORMAL	1
MEM 01	MUJER	EMBARAZO	Consulta de control prenatal  de 1ra.vez	15	NORMAL	5
MEM 01	MUJER	EMBARAZO	Consulta de control prenatal  de 1ra.vez	20	NORMAL	2
MEM 01	MUJER	EMBARAZO	Consulta de control prenatal  de 1ra.vez	20	NORMAL	3
MEM 01	MUJER	EMBARAZO	Consulta de control prenatal  de 1ra.vez	20	NORMAL	4
MEM 01	MUJER	EMBARAZO	Consulta de control prenatal  de 1ra.vez	30	NORMAL	6
MEM 01	MUJER	EMBARAZO	Consulta de control prenatal  de 1ra.vez	30	NORMAL	7
MEM 01	MUJER	EMBARAZO	Consulta de control prenatal  de 1ra.vez	40	NORMAL	8
MEM 01	MUJER	EMBARAZO	Consulta de control prenatal  de 1ra.vez	40	NORMAL	9
MEM 01	MUJER	EMBARAZO	Consulta de control prenatal  de 1ra.vez	40	NORMAL	10
MEM 01.1	MUJER	EMBARAZO	Consulta de control prenatal  de 1ra.vez	120	NORMAL	8
MEM 01.1	MUJER	EMBARAZO	Consulta de control prenatal  de 1ra.vez	120	NORMAL	9
MEM 01.1	MUJER	EMBARAZO	Consulta de control prenatal  de 1ra.vez	120	NORMAL	10
MEM 02	MUJER	EMBARAZO	Consulta ulterior de control  prenatal	12	NORMAL	1
MEM 02	MUJER	EMBARAZO	Consulta ulterior de control  prenatal	15	NORMAL	5
MEM 02	MUJER	EMBARAZO	Consulta ulterior de control  prenatal	18	NORMAL	2
MEM 02	MUJER	EMBARAZO	Consulta ulterior de control  prenatal	18	NORMAL	3
MEM 02	MUJER	EMBARAZO	Consulta ulterior de control  prenatal	18	NORMAL	4
MEM 02	MUJER	EMBARAZO	Consulta ulterior de control  prenatal	20	NORMAL	6
MEM 02	MUJER	EMBARAZO	Consulta ulterior de control  prenatal	20	NORMAL	7
MEM 02	MUJER	EMBARAZO	Consulta ulterior de control  prenatal	20	NORMAL	8
MEM 02	MUJER	EMBARAZO	Consulta ulterior de control  prenatal	20	NORMAL	9
MEM 02	MUJER	EMBARAZO	Consulta ulterior de control  prenatal	20	NORMAL	10
MEM 03	MUJER	EMBARAZO	Consulta odontológica prenatal - profilaxis	10	NORMAL	1
MEM 03	MUJER	EMBARAZO	Consulta odontológica prenatal - profilaxis	10	NORMAL	2
MEM 03	MUJER	EMBARAZO	Consulta odontológica prenatal - profilaxis	10	NORMAL	3
MEM 03	MUJER	EMBARAZO	Consulta odontológica prenatal - profilaxis	10	NORMAL	4
MEM 03	MUJER	EMBARAZO	Consulta odontológica prenatal - profilaxis	10	NORMAL	6
MEM 03	MUJER	EMBARAZO	Consulta odontológica prenatal - profilaxis	10	NORMAL	7
MEM 03	MUJER	EMBARAZO	Consulta odontológica prenatal - profilaxis	12	NORMAL	5
MEM 03	MUJER	EMBARAZO	Consulta odontológica prenatal - profilaxis	15	NORMAL	8
MEM 03	MUJER	EMBARAZO	Consulta odontológica prenatal - profilaxis	15	NORMAL	9
MEM 03	MUJER	EMBARAZO	Consulta odontológica prenatal - profilaxis	15	NORMAL	10
MEM 04	MUJER	EMBARAZO	Consulta de educación para la salud en embarazo (bio-psico-social)	10	NORMAL	5
MEM 04	MUJER	EMBARAZO	Consulta de educación para la salud en embarazo (bio-psico-social)	12	NORMAL	1
MEM 04	MUJER	EMBARAZO	Consulta de educación para la salud en embarazo (bio-psico-social)	18	NORMAL	2
MEM 04	MUJER	EMBARAZO	Consulta de educación para la salud en embarazo (bio-psico-social)	18	NORMAL	3
MEM 04	MUJER	EMBARAZO	Consulta de educación para la salud en embarazo (bio-psico-social)	18	NORMAL	4
MEM 04	MUJER	EMBARAZO	Consulta de educación para la salud en embarazo (bio-psico-social)	3	NORMAL	6
MEM 04	MUJER	EMBARAZO	Consulta de educación para la salud en embarazo (bio-psico-social)	3	NORMAL	7
MEM 04	MUJER	EMBARAZO	Consulta de educación para la salud en embarazo (bio-psico-social)	5	NORMAL	8
MEM 04	MUJER	EMBARAZO	Consulta de educación para la salud en embarazo (bio-psico-social)	5	NORMAL	9
MEM 04	MUJER	EMBARAZO	Consulta de educación para la salud en embarazo (bio-psico-social)	5	NORMAL	10
MEM 05	MUJER	EMBARAZO	Atención y tratamiento ambulatorio de infección urinaria en embarazada	10	NORMAL	5
MEM 05	MUJER	EMBARAZO	Atención y tratamiento ambulatorio de infección urinaria en embarazada	16	NORMAL	1
MEM 05	MUJER	EMBARAZO	Atención y tratamiento ambulatorio de infección urinaria en embarazada	25	NORMAL	2
MEM 05	MUJER	EMBARAZO	Atención y tratamiento ambulatorio de infección urinaria en embarazada	25	NORMAL	3
MEM 05	MUJER	EMBARAZO	Atención y tratamiento ambulatorio de infección urinaria en embarazada	25	NORMAL	4
MEM 05	MUJER	EMBARAZO	Atención y tratamiento ambulatorio de infección urinaria en embarazada	3	NORMAL	6
MEM 05	MUJER	EMBARAZO	Atención y tratamiento ambulatorio de infección urinaria en embarazada	3	NORMAL	7
MEM 05	MUJER	EMBARAZO	Atención y tratamiento ambulatorio de infección urinaria en embarazada	5	NORMAL	8
MEM 05	MUJER	EMBARAZO	Atención y tratamiento ambulatorio de infección urinaria en embarazada	5	NORMAL	9
MEM 05	MUJER	EMBARAZO	Atención y tratamiento ambulatorio de infección urinaria en embarazada	5	NORMAL	10
MEM 06	MUJER	EMBARAZO	Atención y tratamiento ambulatorio de anemia leve del embarazo	10	NORMAL	5
MEM 06	MUJER	EMBARAZO	Atención y tratamiento ambulatorio de anemia leve del embarazo	16	NORMAL	1
MEM 06	MUJER	EMBARAZO	Atención y tratamiento ambulatorio de anemia leve del embarazo	25	NORMAL	2
MEM 06	MUJER	EMBARAZO	Atención y tratamiento ambulatorio de anemia leve del embarazo	25	NORMAL	3
MEM 06	MUJER	EMBARAZO	Atención y tratamiento ambulatorio de anemia leve del embarazo	25	NORMAL	4
MEM 06	MUJER	EMBARAZO	Atención y tratamiento ambulatorio de anemia leve del embarazo	3	NORMAL	6
MEM 06	MUJER	EMBARAZO	Atención y tratamiento ambulatorio de anemia leve del embarazo	3	NORMAL	7
MEM 06	MUJER	EMBARAZO	Atención y tratamiento ambulatorio de anemia leve del embarazo	5	NORMAL	8
MEM 06	MUJER	EMBARAZO	Atención y tratamiento ambulatorio de anemia leve del embarazo	5	NORMAL	9
MEM 06	MUJER	EMBARAZO	Atención y tratamiento ambulatorio de anemia leve del embarazo	5	NORMAL	10
MEM 07	MUJER	EMBARAZO	Inmunización antitetánica en embarazo	3	NORMAL	6
MEM 07	MUJER	EMBARAZO	Inmunización antitetánica en embarazo	3	NORMAL	7
MEM 07	MUJER	EMBARAZO	Inmunización antitetánica en embarazo	5	NORMAL	1
MEM 07	MUJER	EMBARAZO	Inmunización antitetánica en embarazo	5	NORMAL	2
MEM 07	MUJER	EMBARAZO	Inmunización antitetánica en embarazo	5	NORMAL	3
MEM 07	MUJER	EMBARAZO	Inmunización antitetánica en embarazo	5	NORMAL	4
MEM 07	MUJER	EMBARAZO	Inmunización antitetánica en embarazo	5	NORMAL	5
MEM 07	MUJER	EMBARAZO	Inmunización antitetánica en embarazo	7	NORMAL	8
MEM 07	MUJER	EMBARAZO	Inmunización antitetánica en embarazo	7	NORMAL	9
MEM 07	MUJER	EMBARAZO	Inmunización antitetánica en embarazo	7	NORMAL	10
MEM 72	MUJER	EMBARAZO	Anatomía Patológica (Papanicolau) en Control de embarazo	15	NORMAL	3
MEM 72	MUJER	EMBARAZO	Anatomía Patológica (Papanicolau) en Control de embarazo	15	NORMAL	4
MEM 72	MUJER	EMBARAZO	Anatomía Patológica (Papanicolau) en Control de embarazo	5	NORMAL	5
MEM 72	MUJER	EMBARAZO	Anatomía Patológica (Papanicolau) en Control de embarazo	5	NORMAL	6
MEM 72	MUJER	EMBARAZO	Anatomía Patológica (Papanicolau) en Control de embarazo	5	NORMAL	7
MEM 72	MUJER	EMBARAZO	Anatomía Patológica (Papanicolau) en Control de embarazo	7	NORMAL	8
MEM 72	MUJER	EMBARAZO	Anatomía Patológica (Papanicolau) en Control de embarazo	7	NORMAL	9
MEM 72	MUJER	EMBARAZO	Anatomía Patológica (Papanicolau) en Control de embarazo	7	NORMAL	10
MEM 73	MUJER	EMBARAZO	Toma de muestra para PAP (incluye material descartable)	10	NORMAL	3
MEM 73	MUJER	EMBARAZO	Toma de muestra para PAP (incluye material descartable)	10	NORMAL	4
MEM 73	MUJER	EMBARAZO	Toma de muestra para PAP (incluye material descartable)	10	NORMAL	5
MEM 73	MUJER	EMBARAZO	Toma de muestra para PAP (incluye material descartable)	10	NORMAL	8
MEM 73	MUJER	EMBARAZO	Toma de muestra para PAP (incluye material descartable)	10	NORMAL	9
MEM 73	MUJER	EMBARAZO	Toma de muestra para PAP (incluye material descartable)	10	NORMAL	10
MEM 73	MUJER	EMBARAZO	Toma de muestra para PAP (incluye material descartable)	7	NORMAL	6
MEM 73	MUJER	EMBARAZO	Toma de muestra para PAP (incluye material descartable)	7	NORMAL	7
MER 08	MUJER	EMBARAZO DE ALTO RIESGO	Consulta de control  prenatal de embarazo de alto riesgo	10	NORMAL	6
MER 08	MUJER	EMBARAZO DE ALTO RIESGO	Consulta de control  prenatal de embarazo de alto riesgo	10	NORMAL	7
MER 08	MUJER	EMBARAZO DE ALTO RIESGO	Consulta de control  prenatal de embarazo de alto riesgo	10	NORMAL	8
MER 08	MUJER	EMBARAZO DE ALTO RIESGO	Consulta de control  prenatal de embarazo de alto riesgo	10	NORMAL	9
MER 08	MUJER	EMBARAZO DE ALTO RIESGO	Consulta de control  prenatal de embarazo de alto riesgo	10	NORMAL	10
MER 08	MUJER	EMBARAZO DE ALTO RIESGO	Consulta de control  prenatal de embarazo de alto riesgo	12	NORMAL	5
MER 08	MUJER	EMBARAZO DE ALTO RIESGO	Consulta de control  prenatal de embarazo de alto riesgo	18	NORMAL	1
MER 08	MUJER	EMBARAZO DE ALTO RIESGO	Consulta de control  prenatal de embarazo de alto riesgo	25	NORMAL	2
MER 08	MUJER	EMBARAZO DE ALTO RIESGO	Consulta de control  prenatal de embarazo de alto riesgo	25	NORMAL	3
MER 08	MUJER	EMBARAZO DE ALTO RIESGO	Consulta de control  prenatal de embarazo de alto riesgo	25	NORMAL	4
MER 09	MUJER	EMBARAZO DE ALTO RIESGO	Interconsulta con especialistas por embarazo de alto riesgo  (cardiología, endocrinología, genética, infectología)	10	NORMAL	6
MER 09	MUJER	EMBARAZO DE ALTO RIESGO	Interconsulta con especialistas por embarazo de alto riesgo  (cardiología, endocrinología, genética, infectología)	10	NORMAL	7
MER 09	MUJER	EMBARAZO DE ALTO RIESGO	Interconsulta con especialistas por embarazo de alto riesgo  (cardiología, endocrinología, genética, infectología)	12	NORMAL	5
MER 09	MUJER	EMBARAZO DE ALTO RIESGO	Interconsulta con especialistas por embarazo de alto riesgo  (cardiología, endocrinología, genética, infectología)	18	NORMAL	1
MER 09	MUJER	EMBARAZO DE ALTO RIESGO	Interconsulta con especialistas por embarazo de alto riesgo  (cardiología, endocrinología, genética, infectología)	30	NORMAL	2
MER 09	MUJER	EMBARAZO DE ALTO RIESGO	Interconsulta con especialistas por embarazo de alto riesgo  (cardiología, endocrinología, genética, infectología)	30	NORMAL	3
MER 09	MUJER	EMBARAZO DE ALTO RIESGO	Interconsulta con especialistas por embarazo de alto riesgo  (cardiología, endocrinología, genética, infectología)	30	NORMAL	4
MER 09	MUJER	EMBARAZO DE ALTO RIESGO	Interconsulta con especialistas por embarazo de alto riesgo  (cardiología, endocrinología, genética, infectología)	5	NORMAL	8
MER 09	MUJER	EMBARAZO DE ALTO RIESGO	Interconsulta con especialistas por embarazo de alto riesgo  (cardiología, endocrinología, genética, infectología)	5	NORMAL	9
MER 09	MUJER	EMBARAZO DE ALTO RIESGO	Interconsulta con especialistas por embarazo de alto riesgo  (cardiología, endocrinología, genética, infectología)	5	NORMAL	10
MER 10	MUJER	EMBARAZO DE ALTO RIESGO	Atención y tratamiento ambulatorio  de sífilis y ETS en embarazo	10	NORMAL	5
MER 10	MUJER	EMBARAZO DE ALTO RIESGO	Atención y tratamiento ambulatorio  de sífilis y ETS en embarazo	18	NORMAL	1
MER 10	MUJER	EMBARAZO DE ALTO RIESGO	Atención y tratamiento ambulatorio  de sífilis y ETS en embarazo	3	NORMAL	6
MER 10	MUJER	EMBARAZO DE ALTO RIESGO	Atención y tratamiento ambulatorio  de sífilis y ETS en embarazo	3	NORMAL	7
MER 10	MUJER	EMBARAZO DE ALTO RIESGO	Atención y tratamiento ambulatorio  de sífilis y ETS en embarazo	40	NORMAL	2
MER 10	MUJER	EMBARAZO DE ALTO RIESGO	Atención y tratamiento ambulatorio  de sífilis y ETS en embarazo	40	NORMAL	3
MER 10	MUJER	EMBARAZO DE ALTO RIESGO	Atención y tratamiento ambulatorio  de sífilis y ETS en embarazo	40	NORMAL	4
MER 10	MUJER	EMBARAZO DE ALTO RIESGO	Atención y tratamiento ambulatorio  de sífilis y ETS en embarazo	5	NORMAL	8
MER 10	MUJER	EMBARAZO DE ALTO RIESGO	Atención y tratamiento ambulatorio  de sífilis y ETS en embarazo	5	NORMAL	9
MER 10	MUJER	EMBARAZO DE ALTO RIESGO	Atención y tratamiento ambulatorio  de sífilis y ETS en embarazo	5	NORMAL	10
MER 11	MUJER	EMBARAZO DE ALTO RIESGO	Atención y tratamiento ambulatorio de SIDA en la embarazada	10	NORMAL	5
MER 11	MUJER	EMBARAZO DE ALTO RIESGO	Atención y tratamiento ambulatorio de SIDA en la embarazada	18	NORMAL	1
MER 11	MUJER	EMBARAZO DE ALTO RIESGO	Atención y tratamiento ambulatorio de SIDA en la embarazada	3	NORMAL	6
MER 11	MUJER	EMBARAZO DE ALTO RIESGO	Atención y tratamiento ambulatorio de SIDA en la embarazada	3	NORMAL	7
MER 11	MUJER	EMBARAZO DE ALTO RIESGO	Atención y tratamiento ambulatorio de SIDA en la embarazada	40	NORMAL	2
MER 11	MUJER	EMBARAZO DE ALTO RIESGO	Atención y tratamiento ambulatorio de SIDA en la embarazada	40	NORMAL	3
MER 11	MUJER	EMBARAZO DE ALTO RIESGO	Atención y tratamiento ambulatorio de SIDA en la embarazada	40	NORMAL	4
MER 11	MUJER	EMBARAZO DE ALTO RIESGO	Atención y tratamiento ambulatorio de SIDA en la embarazada	5	NORMAL	8
MER 11	MUJER	EMBARAZO DE ALTO RIESGO	Atención y tratamiento ambulatorio de SIDA en la embarazada	5	NORMAL	9
MER 11	MUJER	EMBARAZO DE ALTO RIESGO	Atención y tratamiento ambulatorio de SIDA en la embarazada	5	NORMAL	10
MER 12	MUJER	EMBARAZO DE ALTO RIESGO	Atención y tratamiento ambulatorio de eclampsia	10	NORMAL	5
MER 12	MUJER	EMBARAZO DE ALTO RIESGO	Atención y tratamiento ambulatorio de eclampsia	18	NORMAL	1
MER 12	MUJER	EMBARAZO DE ALTO RIESGO	Atención y tratamiento ambulatorio de eclampsia	3	NORMAL	6
MER 12	MUJER	EMBARAZO DE ALTO RIESGO	Atención y tratamiento ambulatorio de eclampsia	3	NORMAL	7
MER 12	MUJER	EMBARAZO DE ALTO RIESGO	Atención y tratamiento ambulatorio de eclampsia	40	NORMAL	2
MER 12	MUJER	EMBARAZO DE ALTO RIESGO	Atención y tratamiento ambulatorio de eclampsia	40	NORMAL	3
MER 12	MUJER	EMBARAZO DE ALTO RIESGO	Atención y tratamiento ambulatorio de eclampsia	40	NORMAL	4
MER 12	MUJER	EMBARAZO DE ALTO RIESGO	Atención y tratamiento ambulatorio de eclampsia	5	NORMAL	8
MER 12	MUJER	EMBARAZO DE ALTO RIESGO	Atención y tratamiento ambulatorio de eclampsia	5	NORMAL	9
MER 12	MUJER	EMBARAZO DE ALTO RIESGO	Atención y tratamiento ambulatorio de eclampsia	5	NORMAL	10
MER 13	MUJER	EMBARAZO DE ALTO RIESGO	Atención y tratamiento ambulatorio de anemia grave del embarazo	10	NORMAL	5
MER 13	MUJER	EMBARAZO DE ALTO RIESGO	Atención y tratamiento ambulatorio de anemia grave del embarazo	20	NORMAL	1
MER 13	MUJER	EMBARAZO DE ALTO RIESGO	Atención y tratamiento ambulatorio de anemia grave del embarazo	3	NORMAL	6
MER 13	MUJER	EMBARAZO DE ALTO RIESGO	Atención y tratamiento ambulatorio de anemia grave del embarazo	3	NORMAL	7
MER 13	MUJER	EMBARAZO DE ALTO RIESGO	Atención y tratamiento ambulatorio de anemia grave del embarazo	40	NORMAL	2
MER 13	MUJER	EMBARAZO DE ALTO RIESGO	Atención y tratamiento ambulatorio de anemia grave del embarazo	40	NORMAL	3
MER 13	MUJER	EMBARAZO DE ALTO RIESGO	Atención y tratamiento ambulatorio de anemia grave del embarazo	40	NORMAL	4
MER 13	MUJER	EMBARAZO DE ALTO RIESGO	Atención y tratamiento ambulatorio de anemia grave del embarazo	5	NORMAL	8
MER 13	MUJER	EMBARAZO DE ALTO RIESGO	Atención y tratamiento ambulatorio de anemia grave del embarazo	5	NORMAL	9
MER 13	MUJER	EMBARAZO DE ALTO RIESGO	Atención y tratamiento ambulatorio de anemia grave del embarazo	5	NORMAL	10
MER 14	MUJER	EMBARAZO DE ALTO RIESGO	Tratamiento de la hemorragia del 1er. Trimestre	100	NORMAL	5
MER 14	MUJER	EMBARAZO DE ALTO RIESGO	Tratamiento de la hemorragia del 1er. Trimestre	180	NORMAL	1
MER 14	MUJER	EMBARAZO DE ALTO RIESGO	Tratamiento de la hemorragia del 1er. Trimestre	180	NORMAL	2
MER 14	MUJER	EMBARAZO DE ALTO RIESGO	Tratamiento de la hemorragia del 1er. Trimestre	180	NORMAL	3
MER 14	MUJER	EMBARAZO DE ALTO RIESGO	Tratamiento de la hemorragia del 1er. Trimestre	180	NORMAL	4
MER 14	MUJER	EMBARAZO DE ALTO RIESGO	Tratamiento de la hemorragia del 1er. Trimestre	20	NORMAL	6
MER 14	MUJER	EMBARAZO DE ALTO RIESGO	Tratamiento de la hemorragia del 1er. Trimestre	20	NORMAL	7
MER 14	MUJER	EMBARAZO DE ALTO RIESGO	Tratamiento de la hemorragia del 1er. Trimestre	50	NORMAL	8
MER 14	MUJER	EMBARAZO DE ALTO RIESGO	Tratamiento de la hemorragia del 1er. Trimestre	50	NORMAL	9
MER 14	MUJER	EMBARAZO DE ALTO RIESGO	Tratamiento de la hemorragia del 1er. Trimestre	50	NORMAL	10
MER 15	MUJER	EMBARAZO DE ALTO RIESGO	Tratamiento de la hemorragia del 2do.Trimestre	100	NORMAL	5
MER 15	MUJER	EMBARAZO DE ALTO RIESGO	Tratamiento de la hemorragia del 2do.Trimestre	180	NORMAL	1
MER 15	MUJER	EMBARAZO DE ALTO RIESGO	Tratamiento de la hemorragia del 2do.Trimestre	180	NORMAL	2
MER 15	MUJER	EMBARAZO DE ALTO RIESGO	Tratamiento de la hemorragia del 2do.Trimestre	180	NORMAL	3
MER 15	MUJER	EMBARAZO DE ALTO RIESGO	Tratamiento de la hemorragia del 2do.Trimestre	180	NORMAL	4
MER 15	MUJER	EMBARAZO DE ALTO RIESGO	Tratamiento de la hemorragia del 2do.Trimestre	20	NORMAL	6
MER 15	MUJER	EMBARAZO DE ALTO RIESGO	Tratamiento de la hemorragia del 2do.Trimestre	20	NORMAL	7
MER 15	MUJER	EMBARAZO DE ALTO RIESGO	Tratamiento de la hemorragia del 2do.Trimestre	50	NORMAL	8
MER 15	MUJER	EMBARAZO DE ALTO RIESGO	Tratamiento de la hemorragia del 2do.Trimestre	50	NORMAL	9
MER 15	MUJER	EMBARAZO DE ALTO RIESGO	Tratamiento de la hemorragia del 2do.Trimestre	50	NORMAL	10
MER 16	MUJER	EMBARAZO DE ALTO RIESGO	Tratamiento de la hemorragia del 3er. Trimestre	100	NORMAL	5
MER 16	MUJER	EMBARAZO DE ALTO RIESGO	Tratamiento de la hemorragia del 3er. Trimestre	180	NORMAL	1
MER 16	MUJER	EMBARAZO DE ALTO RIESGO	Tratamiento de la hemorragia del 3er. Trimestre	180	NORMAL	2
MER 16	MUJER	EMBARAZO DE ALTO RIESGO	Tratamiento de la hemorragia del 3er. Trimestre	180	NORMAL	3
MER 16	MUJER	EMBARAZO DE ALTO RIESGO	Tratamiento de la hemorragia del 3er. Trimestre	180	NORMAL	4
MER 16	MUJER	EMBARAZO DE ALTO RIESGO	Tratamiento de la hemorragia del 3er. Trimestre	20	NORMAL	6
MER 16	MUJER	EMBARAZO DE ALTO RIESGO	Tratamiento de la hemorragia del 3er. Trimestre	20	NORMAL	7
MER 16	MUJER	EMBARAZO DE ALTO RIESGO	Tratamiento de la hemorragia del 3er. Trimestre	50	NORMAL	8
MER 16	MUJER	EMBARAZO DE ALTO RIESGO	Tratamiento de la hemorragia del 3er. Trimestre	50	NORMAL	9
MER 16	MUJER	EMBARAZO DE ALTO RIESGO	Tratamiento de la hemorragia del 3er. Trimestre	50	NORMAL	10
MIS 30	NULL	NULL	Electroencefalograma en niños menores de 6 años y mujeres embarazadas	0	NORMAL	9
MIS 30	NULL	NULL	Electroencefalograma en niños menores de 6 años y mujeres embarazadas	0	NORMAL	10
MIS 30	NULL	NULL	Electroencefalograma en niños menores de 6 años y mujeres embarazadas	12	NORMAL	5
MIS 30	NULL	NULL	Electroencefalograma en niños menores de 6 años y mujeres embarazadas	15	NORMAL	1
MIS 30	NULL	NULL	Electroencefalograma en niños menores de 6 años y mujeres embarazadas	15	NORMAL	2
MIS 30	NULL	NULL	Electroencefalograma en niños menores de 6 años y mujeres embarazadas	15	NORMAL	3
MIS 30	NULL	NULL	Electroencefalograma en niños menores de 6 años y mujeres embarazadas	15	NORMAL	4
MIS 30	NULL	NULL	Electroencefalograma en niños menores de 6 años y mujeres embarazadas	35	NORMAL	8
MIS 30	NULL	NULL	Electroencefalograma en niños menores de 6 años y mujeres embarazadas	5	NORMAL	6
MIS 30	NULL	NULL	Electroencefalograma en niños menores de 6 años y mujeres embarazadas	5	NORMAL	7
MIS 53	NULL	NULL	Electroencefalograma en niños menores de 6 años y mujeres embarazadas	12	NORMAL	5
MIS 53	NULL	NULL	Electroencefalograma en niños menores de 6 años y mujeres embarazadas	15	NORMAL	1
MIS 53	NULL	NULL	Electroencefalograma en niños menores de 6 años y mujeres embarazadas	15	NORMAL	2
MIS 53	NULL	NULL	Electroencefalograma en niños menores de 6 años y mujeres embarazadas	15	NORMAL	3
MIS 53	NULL	NULL	Electroencefalograma en niños menores de 6 años y mujeres embarazadas	15	NORMAL	4
MIS 53	NULL	NULL	Electroencefalograma en niños menores de 6 años y mujeres embarazadas	35	NORMAL	8
MIS 53	NULL	NULL	Electroencefalograma en niños menores de 6 años y mujeres embarazadas	35	NORMAL	9
MIS 53	NULL	NULL	Electroencefalograma en niños menores de 6 años y mujeres embarazadas	35	NORMAL	10
MIS 53	NULL	NULL	Electroencefalograma en niños menores de 6 años y mujeres embarazadas	5	NORMAL	6
MIS 53	NULL	NULL	Electroencefalograma en niños menores de 6 años y mujeres embarazadas	5	NORMAL	7
MPA 17	MUJER	PARTO	Atención de parto y recién nacido	100	NORMAL	6
MPA 17	MUJER	PARTO	Atención de parto y recién nacido	200	NORMAL	7
MPA 17	MUJER	PARTO	Atención de parto y recién nacido	250	NORMAL	8
MPA 17	MUJER	PARTO	Atención de parto y recién nacido	250	NORMAL	9
MPA 17	MUJER	PARTO	Atención de parto y recién nacido	250	NORMAL	10
MPA 17	MUJER	PARTO	Atención de parto y recién nacido	340	NORMAL	1
MPA 17	MUJER	PARTO	Atención de parto y recién nacido	400	NORMAL	5
MPA 17	MUJER	PARTO	Atención de parto y recién nacido	540	NORMAL	2
MPA 17	MUJER	PARTO	Atención de parto y recién nacido	540	NORMAL	3
MPA 17	MUJER	PARTO	Atención de parto y recién nacido	540	NORMAL	4
MPA 17.1	MUJER	PARTO	Atención de parto y recién nacido	300	NORMAL	8
MPA 17.1	MUJER	PARTO	Atención de parto y recién nacido	300	NORMAL	9
MPA 17.1	MUJER	PARTO	Atención de parto y recién nacido	300	NORMAL	10
MPA 18	MUJER	PARTO	Cesárea y atención del recién nacido	100	NORMAL	6
MPA 18	MUJER	PARTO	Cesárea y atención del recién nacido	200	NORMAL	7
MPA 18	MUJER	PARTO	Cesárea y atención del recién nacido	250	NORMAL	8
MPA 18	MUJER	PARTO	Cesárea y atención del recién nacido	250	NORMAL	9
MPA 18	MUJER	PARTO	Cesárea y atención del recién nacido	250	NORMAL	10
MPA 18	MUJER	PARTO	Cesárea y atención del recién nacido	340	NORMAL	1
MPA 18	MUJER	PARTO	Cesárea y atención del recién nacido	400	NORMAL	5
MPA 18	MUJER	PARTO	Cesárea y atención del recién nacido	540	NORMAL	2
MPA 18	MUJER	PARTO	Cesárea y atención del recién nacido	540	NORMAL	3
MPA 18	MUJER	PARTO	Cesárea y atención del recién nacido	540	NORMAL	4
MPA 18.1	MUJER	PARTO	Cesárea y atención del recién nacido	300	NORMAL	8
MPA 18.1	MUJER	PARTO	Cesárea y atención del recién nacido	300	NORMAL	9
MPA 18.1	MUJER	PARTO	Cesárea y atención del recién nacido	300	NORMAL	10
MPU 19	MUJER	PUERPERIO	Consulta de puerperio inmediato	12	NORMAL	1
MPU 19	MUJER	PUERPERIO	Consulta de puerperio inmediato	15	NORMAL	5
MPU 19	MUJER	PUERPERIO	Consulta de puerperio inmediato	15	NORMAL	6
MPU 19	MUJER	PUERPERIO	Consulta de puerperio inmediato	15	NORMAL	7
