numero	prueba	categoria	precio	id_nomenclador	id_nomenclador_detalle
50	Tiempo de protombina		10	708	8
50	Tiempo de protombina		10	709	9
50	Tiempo de protombina		10	710	10
51	Transaminasas  TGO/TGP		10	708	8
51	Transaminasas  TGO/TGP		10	709	9
51	Transaminasas  TGO/TGP		10	710	10
52	Triglicéridos		10	708	8
52	Triglicéridos		10	709	9
52	Triglicéridos		10	710	10
53	Tripsina catiónica inmunorreactiva		10	708	8
53	Tripsina catiónica inmunorreactiva		10	709	9
53	Tripsina catiónica inmunorreactiva		10	710	10
54	Urea		10	708	8
54	Urea		10	709	9
54	Urea		10	710	10
6 	Calcemia		10	708	8
6 	Calcemia		10	709	9
6 	Calcemia		10	710	10
6 	Calcemia		3	711	1
6 	Calcemia		3	712	2
6 	Calcemia		3	713	3
6 	Calcemia		3	714	4
6 	Calcemia		3	715	5
6 	Calcemia		3	716	6
6 	Calcemia		3	717	7
6 	Cultivo y Antibiograma General		15	718	8
6 	Cultivo y Antibiograma General		15	719	9
6 	Cultivo y Antibiograma General		15	720	10
6 	Cultivo y Antibiograma General		6	721	1
6 	Cultivo y Antibiograma General		6	722	2
6 	Cultivo y Antibiograma General		6	723	3
6 	Cultivo y Antibiograma General		6	724	4
6 	Cultivo y Antibiograma General		6	725	5
6 	Cultivo y Antibiograma General		6	726	6
6 	Cultivo y Antibiograma General		6	727	7
6 	Hepatograma		15	738	1
6 	Hepatograma		15	739	2
6 	Hepatograma		15	740	3
6 	Hepatograma		15	741	4
6 	Hepatograma		15	742	5
6 	Hepatograma		15	743	6
6 	Hepatograma		15	744	7
6 	Hepatograma		15	745	8
6 	Hepatograma		15	746	9
6 	Hepatograma		15	747	10
6 	Monotest		10	728	1
6 	Monotest		10	729	2
6 	Monotest		10	730	3
6 	Monotest		10	731	4
6 	Monotest		10	732	5
6 	Monotest		10	733	6
6 	Monotest		10	734	7
6 	Monotest		15	735	8
6 	Monotest		15	736	9
6 	Monotest		15	737	10
7 	Calciuria		10	708	8
7 	Calciuria		10	709	9
7 	Calciuria		10	710	10
7 	Calciuria		3	711	1
7 	Calciuria		3	712	2
7 	Calciuria		3	713	3
7 	Calciuria		3	714	4
7 	Calciuria		3	715	5
7 	Calciuria		3	716	6
7 	Calciuria		3	717	7
7 	Hbs Ag		15	718	8
7 	Hbs Ag		15	719	9
7 	Hbs Ag		15	720	10
7 	Hbs Ag		6	721	1
7 	Hbs Ag		6	722	2
7 	Hbs Ag		6	723	3
7 	Hbs Ag		6	724	4
7 	Hbs Ag		6	725	5
7 	Hbs Ag		6	726	6
7 	Hbs Ag		6	727	7
7 	Hidatidosis por IFI		15	738	1
7 	Hidatidosis por IFI		15	739	2
7 	Hidatidosis por IFI		15	740	3
7 	Hidatidosis por IFI		15	741	4
7 	Hidatidosis por IFI		15	742	5
7 	Hidatidosis por IFI		15	743	6
7 	Hidatidosis por IFI		15	744	7
7 	Hidatidosis por IFI		15	745	8
7 	Hidatidosis por IFI		15	746	9
7 	Hidatidosis por IFI		15	747	10
7 	Parasitemia para Chagas		15	735	8
7 	Parasitemia para Chagas		15	736	9
7 	Parasitemia para Chagas		15	737	10
8 	Campo Oscuro		10	708	8
8 	Campo Oscuro		10	709	9
8 	Campo Oscuro		10	710	10
8 	Campo Oscuro		3	711	1
8 	Campo Oscuro		3	712	2
8 	Campo Oscuro		3	713	3
8 	Campo Oscuro		3	714	4
8 	Campo Oscuro		3	715	5
8 	Campo Oscuro		3	716	6
8 	Campo Oscuro		3	717	7
8 	Hemocultivo Aerobio Anaerobio		15	718	8
8 	Hemocultivo Aerobio Anaerobio		15	719	9
8 	Hemocultivo Aerobio Anaerobio		15	720	10
8 	Hemocultivo Aerobio Anaerobio		6	721	1
8 	Hemocultivo Aerobio Anaerobio		6	722	2
8 	Hemocultivo Aerobio Anaerobio		6	723	3
8 	Hemocultivo Aerobio Anaerobio		6	724	4
8 	Hemocultivo Aerobio Anaerobio		6	725	5
8 	Hemocultivo Aerobio Anaerobio		6	726	6
8 	Hemocultivo Aerobio Anaerobio		6	727	7
8 	Hisopado de fauces		15	738	1
8 	Hisopado de fauces		15	739	2
8 	Hisopado de fauces		15	740	3
8 	Hisopado de fauces		15	741	4
8 	Hisopado de fauces		15	742	5
8 	Hisopado de fauces		15	743	6
8 	Hisopado de fauces		15	744	7
8 	Hisopado de fauces		15	745	8
8 	Hisopado de fauces		15	746	9
8 	Hisopado de fauces		15	747	10
8 	Productos de degradación del fibrinogeno (PDF)		15	735	8
8 	Productos de degradación del fibrinogeno (PDF)		15	736	9
8 	Productos de degradación del fibrinogeno (PDF)		15	737	10
9 	Citología		10	708	8
9 	Citología		10	709	9
9 	Citología		10	710	10
9 	Citología		3	711	1
9 	Citología		3	712	2
9 	Citología		3	713	3
9 	Citología		3	714	4
9 	Citología		3	715	5
9 	Citología		3	716	6
9 	Citología		3	717	7
9 	Ionograma Plamático y Orina		15	718	8
9 	Ionograma Plamático y Orina		15	719	9
9 	Ionograma Plamático y Orina		15	720	10
9 	Ionograma Plamático y Orina		6	721	1
9 	Ionograma Plamático y Orina		6	722	2
9 	Ionograma Plamático y Orina		6	723	3
9 	Ionograma Plamático y Orina		6	724	4
9 	Ionograma Plamático y Orina		6	725	5
9 	Ionograma Plamático y Orina		6	726	6
9 	Ionograma Plamático y Orina		6	727	7
9 	LH		15	738	1
9 	LH		15	739	2
9 	LH		15	740	3
9 	LH		15	741	4
9 	LH		15	742	5
9 	LH		15	743	6
9 	LH		15	744	7
9 	LH		15	745	8
9 	LH		15	746	9
9 	LH		15	747	10
9 	Prueba de tolerancia a la glucosa		15	735	8
9 	Prueba de tolerancia a la glucosa		15	736	9
9 	Prueba de tolerancia a la glucosa		15	737	10
